95,92,44,0,78,20,98,88,31,39,3,44,5,33,32,59,34,82,78,84,51,32,74,47,63,67,9,11,26,13,11,60,45,50,29,5,56,42,72,77,74,60,57,86,30,41,66,10,24,50,90,65,69,14,35,79,91,55,23,54,71,19,65,26,48,65,34,85,64,94,59,21,1,41,24,32,81,50,66,66,70,19,73,93,5,58,89,89,46,39,90,9,31,93,37,10,84,54,65,66
42,52,54,92,22,78,17,34,93,95,28,3,10,81,99,6,75,45,88,83,39,42,38,20,32,19,28,71,37,57,96,26,14,33,98,62,18,86,11,97,13,81,93,61,42,58,5,22,79,62,26,63,20,41,88,16,84,94,81,64,26,37,94,92,92,29,10,31,73,6,6,3,80,88,8,48,39,92,86,76,73,70,45,67,39,8,55,3,17,50,52,47,76,83,84,39,71,71,18,4
39,1,35,21,83,71,38,1,76,47,2,51,96,40,96,94,85,34,19,75,13,94,10,7,47,74,25,93,72,64,98,79,8,64,21,0,34,58,21,26,99,16,6,13,77,45,12,44,50,71,85,38,77,11,2,0,35,11,97,61,63,55,3,89,3,38,84,39,61,86,11,92,54,15,77,77,96,5,68,17,94,61,52,82,64,21,48,10,72,89,81,99,4,65,32,35,89,60,41,17
48,63,36,36,26,79,27,7,53,7,48,77,17,33,52,46,52,87,88,57,62,57,16,11,3,53,25,43,98,26,67,32,30,72,70,92,3,72,24,83,36,84,52,20,82,14,6,17,3,13,99,57,76,58,70,17,24,88,71,15,34,19,98,95,96,38,67,94,9,48,69,65,84,7,25,78,98,82,1,65,98,12,8,62,91,89,7,21,50,46,1,9,33,47,3,1,90,93,59,41
4,16,89,97,58,89,18,43,69,73,49,41,41,68,52,52,51,6,84,75,18,42,59,55,6,12,73,92,40,8,84,64,51,47,73,7,2,49,0,11,39,84,59,81,20,72,9,43,4,56,20,11,16,0,2,12,62,67,32,95,94,95,0,29,51,95,67,3,84,48,45,74,56,98,65,33,11,25,9,15,38,76,64,49,88,17,92,40,85,95,96,50,87,75,70,63,40,12,22,42
56,54,12,57,67,93,33,65,73,35,88,13,36,93,22,18,29,65,12,95,59,66,10,13,8,44,71,30,58,35,71,30,57,74,66,18,94,66,55,89,23,13,61,15,27,92,32,0,57,56,47,68,4,8,81,93,98,65,58,22,81,64,20,56,45,56,53,79,91,44,86,37,61,83,56,31,3,48,94,24,2,40,67,49,79,42,10,40,50,51,63,67,20,18,96,93,66,93,28,62
19,4,6,21,43,74,77,71,28,62,66,71,57,12,51,26,78,76,59,27,15,49,98,89,92,42,55,91,17,13,95,89,5,89,59,70,41,54,9,9,38,58,70,99,62,74,88,85,63,77,86,74,56,16,52,80,49,71,18,56,17,19,30,78,83,57,50,26,50,66,78,19,0,47,90,22,44,30,48,79,3,37,11,14,96,48,92,96,79,66,64,3,72,24,94,83,87,64,46,14
83,63,27,75,24,69,0,63,53,98,9,92,65,70,12,65,8,84,31,93,42,74,1,99,36,12,55,55,22,51,7,79,8,68,37,80,84,53,42,29,55,99,99,44,27,82,99,93,20,0,91,60,97,40,33,62,90,78,59,10,96,54,58,43,77,46,74,6,61,51,15,14,71,64,85,84,27,1,44,80,76,85,74,15,78,92,57,55,30,18,32,64,21,64,46,12,98,36,9,89
70,7,16,21,41,26,83,58,15,48,73,56,44,63,60,12,83,53,32,26,40,9,77,65,45,30,19,9,94,87,63,97,33,19,0,74,93,68,49,16,4,34,84,68,75,1,39,1,17,67,15,71,56,99,11,93,83,23,50,37,15,51,31,66,36,82,51,41,6,72,24,36,49,28,97,43,10,40,17,0,56,8,17,34,1,7,24,28,56,8,74,82,23,55,89,60,72,74,17,42
14,62,23,32,37,54,26,95,41,96,38,91,7,65,18,43,21,98,91,14,24,72,55,15,7,68,57,79,37,71,7,13,3,39,70,47,59,27,49,15,80,56,96,56,88,61,22,74,42,7,57,95,11,92,49,52,2,33,32,87,63,67,20,38,46,43,5,24,13,56,5,79,91,48,61,10,45,66,30,19,80,79,52,47,49,72,77,25,70,99,25,49,18,83,57,50,35,21,13,73
61,36,95,11,61,45,80,97,99,80,69,87,41,30,15,47,69,35,86,86,53,57,56,59,5,97,40,31,49,62,53,1,72,88,46,51,60,23,50,97,74,28,64,32,12,19,94,33,41,66,21,63,85,4,58,78,33,9,92,10,54,93,98,16,17,60,82,55,14,33,38,86,61,90,61,27,0,10,86,47,39,4,49,72,48,43,6,67,14,15,26,4,36,83,67,90,38,51,19,27
32,68,96,76,58,69,78,61,70,13,98,91,3,82,2,41,14,24,24,52,60,94,20,39,32,44,20,27,77,21,6,24,45,91,52,7,95,26,19,36,34,37,46,7,15,19,8,83,41,96,13,91,91,86,77,93,34,91,65,31,83,24,82,44,7,79,11,87,41,48,54,38,96,73,95,61,22,64,56,56,39,53,16,75,58,24,65,28,53,48,87,38,72,29,83,40,52,76,56,24
36,44,45,2,75,46,52,91,75,16,29,70,6,63,21,60,19,96,76,18,55,48,17,85,64,39,6,81,37,37,52,54,88,13,51,75,13,27,1,32,63,5,35,51,56,33,1,33,0,13,35,54,22,63,64,70,82,71,10,13,6,90,2,86,8,80,61,95,72,58,42,48,46,80,51,5,62,80,63,48,30,44,58,12,27,40,78,94,20,76,47,38,23,4,94,18,9,93,18,73
97,87,48,39,48,83,8,22,79,60,67,60,76,16,23,80,58,64,25,54,40,56,66,35,36,23,88,23,80,23,2,41,56,7,7,37,37,14,2,8,17,0,49,53,76,14,36,93,95,31,81,16,75,35,10,99,16,30,29,2,3,67,82,11,36,14,17,6,12,60,58,82,70,72,54,11,32,77,0,77,97,75,32,42,93,2,83,12,84,82,0,22,38,76,56,11,11,15,88,74
42,2,59,15,23,21,9,18,89,38,12,0,85,71,12,94,65,65,18,65,16,11,33,46,79,63,87,53,39,55,7,69,71,12,53,93,44,99,51,22,23,53,26,12,60,69,65,2,37,55,41,70,8,88,4,76,56,95,60,29,1,86,6,87,7,49,80,15,89,65,59,72,86,1,33,14,12,26,9,89,51,29,11,51,76,93,98,75,34,97,29,47,97,2,98,52,30,65,45,33
98,84,93,78,26,87,42,90,81,5,14,83,56,34,73,16,19,79,51,38,85,16,1,31,10,38,70,57,23,37,11,79,66,96,57,89,66,38,99,4,1,11,55,8,36,75,9,89,95,74,1,27,81,61,52,58,82,36,91,92,39,65,71,33,10,83,68,50,31,71,39,73,82,55,25,20,47,48,90,74,42,45,6,37,66,96,83,78,35,77,3,15,34,4,44,59,30,68,53,35
81,29,26,23,97,58,23,43,44,36,53,95,57,1,65,60,83,72,21,65,18,84,32,12,68,71,46,70,46,9,16,22,80,45,57,4,67,11,93,97,56,83,24,88,19,57,23,56,50,70,58,5,27,54,77,5,69,69,53,60,66,47,42,85,96,43,83,6,97,83,27,70,79,58,29,6,98,70,34,50,17,57,79,68,14,90,87,48,69,27,6,6,17,21,58,98,64,70,20,43
18,82,62,14,49,49,56,15,12,72,0,96,9,26,31,36,82,5,17,59,3,33,36,1,48,52,4,68,94,30,49,6,76,87,41,81,2,7,47,0,34,30,33,83,13,28,22,79,93,18,71,57,76,30,3,87,23,95,64,31,60,53,73,34,9,23,24,56,42,69,48,94,60,92,88,67,63,36,89,44,53,86,30,90,96,50,32,22,62,83,67,26,43,56,92,21,99,85,16,21
48,99,95,80,2,43,69,69,85,82,95,31,95,45,17,42,43,87,38,76,41,55,56,23,59,86,34,70,23,10,60,57,97,48,50,53,60,43,88,39,16,21,0,52,35,66,36,93,60,54,1,7,83,92,48,57,91,41,60,5,8,41,53,13,41,96,75,95,17,91,70,31,60,66,92,3,44,97,71,59,37,26,30,18,70,14,6,28,32,77,17,62,0,99,29,67,64,76,57,65
50,96,50,59,57,52,20,64,12,64,79,16,56,65,56,29,32,48,38,5,7,47,54,61,65,8,6,33,22,48,13,10,15,38,76,41,50,8,27,27,81,24,99,44,10,59,11,7,22,63,0,82,10,87,10,2,56,99,75,54,6,27,86,88,92,72,40,92,89,17,86,36,16,84,48,55,59,85,87,6,11,34,21,28,73,60,89,5,81,80,77,41,45,86,80,42,13,94,47,91
88,88,96,51,97,18,16,90,99,79,69,57,61,46,44,3,98,54,87,34,64,33,27,36,71,56,32,64,61,9,45,20,0,52,17,76,96,46,13,23,29,32,72,44,46,86,58,40,55,15,65,74,85,43,53,46,84,58,32,26,78,61,92,22,49,34,73,72,32,57,55,63,54,96,73,63,68,87,93,29,54,41,74,19,75,9,28,79,24,4,75,84,18,65,62,41,27,46,17,73
50,87,37,51,78,77,39,63,41,20,95,68,37,92,98,51,87,97,2,7,62,29,42,43,94,82,70,89,97,27,92,37,11,71,30,89,45,72,70,38,37,99,52,79,20,53,78,32,93,83,6,34,80,93,47,89,69,11,77,6,24,38,6,98,28,26,21,51,67,4,94,33,82,73,62,56,85,95,53,40,17,88,77,32,20,13,97,59,97,57,89,0,76,62,28,78,72,71,39,4
91,83,32,76,18,4,39,21,55,83,23,1,39,0,37,69,35,97,28,38,44,68,57,12,61,12,21,75,62,67,58,19,71,81,67,76,11,60,38,32,17,5,49,25,86,50,13,82,45,76,5,24,35,99,74,80,19,87,77,75,41,17,98,30,93,91,75,23,75,48,96,76,0,72,18,3,11,78,49,1,5,7,51,3,82,42,50,41,61,76,16,77,34,30,21,4,50,29,65,27
47,85,56,41,32,89,82,74,55,66,98,63,76,33,86,5,81,2,68,0,69,95,51,61,57,90,37,5,70,38,36,43,18,91,42,79,81,15,86,96,35,64,55,65,55,59,27,12,12,23,92,91,93,83,62,91,10,52,65,33,16,51,84,74,30,65,91,10,46,99,36,40,66,0,32,37,72,81,81,19,14,52,63,84,22,69,47,47,13,49,6,52,58,87,98,78,45,7,49,50
37,17,35,26,11,11,82,77,63,14,20,5,8,14,0,45,12,4,76,57,5,52,66,22,30,63,65,22,48,66,75,51,28,0,12,90,85,36,36,12,70,35,44,64,70,9,67,8,90,1,8,33,47,74,36,39,41,14,97,26,71,58,38,93,96,4,57,52,25,29,38,37,31,43,46,39,64,40,41,35,21,59,31,99,51,34,13,31,67,1,2,89,6,74,20,24,24,42,57,45
87,75,45,14,28,27,50,90,2,87,40,92,38,39,30,31,85,93,75,59,55,12,49,97,93,51,48,93,30,86,92,51,15,40,88,66,7,34,2,57,87,3,99,42,75,88,48,21,65,18,45,77,55,54,37,81,27,92,90,42,36,27,71,3,68,96,79,85,85,37,84,64,9,84,91,13,9,80,26,42,98,18,55,78,53,60,59,90,89,46,99,84,68,54,65,50,32,86,6,95
17,63,35,83,6,29,6,33,11,44,62,48,78,41,86,87,70,21,34,86,47,69,98,64,16,38,38,18,73,99,38,84,97,97,55,2,75,47,43,94,99,34,22,44,47,10,93,90,2,18,42,14,57,88,95,56,81,48,51,56,48,27,22,8,47,51,41,26,95,53,15,88,51,30,62,51,6,22,76,9,41,22,63,38,91,8,7,70,94,8,23,25,29,1,79,19,68,24,84,5
68,72,8,7,88,67,32,36,70,80,84,63,54,30,2,67,76,36,93,77,61,97,6,68,47,65,12,73,60,73,69,8,48,0,25,7,30,70,82,18,13,65,40,71,11,94,22,27,61,25,61,52,88,20,77,76,48,1,1,18,59,13,10,20,40,8,43,77,4,23,52,99,25,93,12,19,14,89,87,60,78,98,96,33,52,40,7,59,34,62,38,7,4,17,49,39,72,72,20,71
4,33,44,58,84,23,48,22,40,19,86,88,47,88,92,23,65,42,96,72,58,14,24,22,73,48,22,15,24,49,91,10,28,32,24,63,20,23,41,64,65,73,70,21,76,66,92,26,11,37,9,23,28,25,10,12,76,91,95,10,96,95,0,79,77,73,51,25,81,66,94,25,4,35,15,9,88,49,13,10,41,90,33,32,4,7,52,58,66,58,26,6,39,45,76,64,55,72,46,42
9,0,88,85,75,76,98,62,33,21,85,43,45,28,88,71,65,43,55,38,59,84,38,30,26,72,18,47,2,64,24,25,90,48,82,24,64,61,85,63,73,9,19,57,49,64,18,24,13,93,2,66,78,94,12,26,17,92,74,79,98,42,29,3,70,3,48,54,96,10,75,80,29,18,32,20,14,6,68,95,66,90,85,53,49,3,91,22,24,60,37,39,18,89,33,82,43,4,2,51
99,34,57,33,4,87,90,61,40,49,69,0,65,42,45,7,66,84,83,26,79,4,78,45,83,18,1,23,57,60,5,92,32,33,85,54,60,1,35,10,26,14,90,39,34,60,29,39,94,36,52,62,65,61,77,72,45,57,64,66,18,23,96,19,33,36,6,59,39,83,23,96,46,44,85,61,52,33,65,55,69,12,63,70,56,11,62,36,60,65,42,36,81,16,91,5,68,91,97,12
75,30,84,48,6,76,44,64,53,56,61,98,27,91,3,6,42,69,38,77,20,86,88,35,85,39,19,91,78,5,60,93,50,81,96,92,51,33,83,93,55,34,66,72,43,42,25,42,68,60,20,75,88,93,13,20,95,65,19,47,71,43,62,98,36,81,83,22,61,0,8,45,95,7,43,81,95,25,40,30,97,51,37,2,97,82,25,28,91,42,11,47,27,92,28,7,23,50,7,60
87,17,93,98,33,26,1,97,61,55,56,43,15,15,60,2,16,36,93,10,9,21,24,58,61,33,48,45,89,15,18,0,51,79,70,78,12,15,54,57,94,9,77,27,56,32,73,47,14,64,80,33,68,99,97,15,91,2,69,54,0,9,4,29,7,10,33,60,98,75,5,59,45,18,64,19,13,57,40,41,70,70,10,83,46,44,50,56,7,58,39,28,34,39,63,2,16,87,4,4
