10,84,2,49,9,95,63,72,51,66,87,38,95,64,88,41,47,89,4,29,28,31,13,97,64,8,51,71,48,44,15,50,14,76,57,13,92,51,83,30,54,24,17,76,0,32,1,93,63,29,16,30,77,60,16,12,67,15,91,83,91,81,24,69,71,14,57,53,64,82,25,65,66,57,14,81,91,57,37,72,38,35,68,59,86,26,77,76,59,69,74,9,5,39,93,15,82,37,64,29,5,10,75,72,28,2,25,95,61,49,80,54,5,29,53,72,56,59,99,37,93,6,55,5,17,85,40,63,46,17,96,89,66,69,54,85,3,90,14,51,10,70,46,83,91,29,42,73,91,34,50,11,44,86,42,43,32,67,78,94,17,51,47,33,72,75,15,34,17,81,28,96,45,23,47,6,9,15,22,90,38,36,2,50,49,2,55,51,25,45,92,24,3,66,67,44,58,82,8,28,79,59,33,4,46,89,67,9,66,25,99,34,17,28,19,9,64,69,30,9,85,24,56,5,73,50,83,63,97,96,51,70,59,45,4,30,71,26,50,42,59,29,92,38,89,86,69,81,36,68,23,48,0,82,20,93,55,84,7,50,72,97,26,6,85,78,69,49,13,9,40,66,75,90,37,54,90,94,84,62,73,6,66,57,73,18,27,11,28,46,63,49,4,75,83,50,77,99,73,26,43,51,17,73,59,33,18,22,95,21,28,16,36,87,79,40,40,33,52,56,33,43,95,60,89,36,1,83,38,7,6,9,71,46,22,58,79,9,67,97,21,6,34,78,49,39,26,93,51,13,73,60,1,72,27,66,30,27,60,62,4,98,41,1,81,1,29,91,94,34,36,29,23,5,60,22,19,91,92,91,27,17,97,23,53,63,99,41,3,77,4,72,64,92,70,24,98,32,47,38,20,84,53,12,2,83,36,18,83,94,71,68,63,18,64,17,1,7,67,7,30,89,13,76,66,42,98,88,22,36,17,40,67,28,66,99,26,51,88,79,33,96,12,10,60,35,46,81,12,21,3,9,32,47,27,0,45,27,79,86,24,84,73,73,29,65,39,94,42,65,78,53,83,10,44,54,65,96,15,29,82,15,59,78,12,43,90,14,98,55,83,34,53,60,25,81,62,24,48,20
71,90,60,24,44,71,77,92,24,73,75,39,92,67,72,0,72,18,42,16,8,59,28,0,60,97,72,15,79,55,54,23,36,5,28,43,10,11,5,35,30,55,63,28,86,13,92,9,28,55,91,79,88,38,84,39,42,66,17,25,83,12,67,97,73,66,69,3,38,95,3,49,82,69,45,84,59,79,88,30,1,51,73,10,1,16,34,93,66,87,30,33,99,39,45,95,92,74,38,96,71,42,30,84,84,24,22,94,68,27,9,7,87,44,97,91,40,46,42,20,77,24,42,32,15,74,94,85,71,76,25,86,46,36,92,9,50,6,94,87,93,9,53,36,85,21,29,0,53,42,91,69,23,54,53,14,34,51,72,59,2,28,81,5,90,90,80,84,33,81,62,60,69,7,34,33,8,43,7,90,43,83,79,40,95,60,27,10,93,66,49,24,14,66,58,89,20,42,98,17,96,89,20,43,24,63,83,1,71,20,65,13,74,2,17,20,90,11,28,58,11,9,47,9,11,71,8,77,43,63,66,39,37,52,66,72,43,17,44,61,31,2,37,29,0,33,33,83,15,14,20,56,69,66,37,66,36,34,79,78,92,14,20,68,0,36,95,21,70,99,76,25,87,56,21,62,30,71,7,87,47,25,95,49,38,48,35,95,9,24,88,4,23,21,12,70,34,17,34,96,0,3,25,53,12,55,51,11,67,37,96,13,41,8,49,13,47,0,77,20,24,24,81,3,15,35,10,38,95,49,45,11,26,20,50,61,50,89,22,41,33,13,10,93,22,76,43,59,80,21,47,13,11,26,39,27,5,4,31,80,82,34,19,80,95,31,23,16,88,54,98,24,12,45,38,47,25,16,31,73,12,11,41,5,10,34,42,63,20,69,5,23,32,15,48,20,76,82,36,8,54,28,74,64,45,73,56,46,59,96,6,5,44,94,43,41,70,97,67,4,45,69,81,53,56,17,20,86,33,80,61,43,49,65,44,73,60,95,17,83,40,61,25,80,99,91,49,93,46,10,24,42,91,69,56,36,75,71,27,36,85,58,87,18,49,64,67,94,12,45,59,2,55,34,10,90,26,85,71,45,99,9,23,77,55,59,40,61,81,57,21,64,72,82,16,44,2,70,4,44
46,43,4,3,37,83,47,63,60,53,38,41,1,47,70,9,61,29,63,36,41,99,58,67,31,71,33,91,31,5,77,75,97,75,18,70,21,89,91,98,34,65,92,4,59,83,43,5,24,63,67,56,63,66,90,45,18,49,75,77,32,71,43,75,26,23,55,75,20,7,25,65,0,87,94,51,58,25,77,42,48,3,46,3,28,5,69,2,48,93,92,11,46,80,58,4,80,27,14,73,17,41,71,66,65,83,85,82,89,57,80,97,62,23,75,75,92,40,44,77,94,46,82,53,81,87,42,21,36,89,11,77,41,4,8,78,33,39,23,81,53,8,88,80,86,22,42,29,18,40,33,48,51,12,95,15,92,28,84,60,90,43,9,51,24,23,88,77,62,41,46,92,86,85,4,75,28,97,87,5,11,88,17,25,40,88,29,65,3,83,2,19,97,12,58,79,5,66,91,46,65,1,45,3,3,9,30,68,90,3,65,95,47,41,45,25,5,1,94,86,16,9,14,71,5,53,53,97,1,81,97,35,85,57,87,97,56,7,2,49,63,92,14,14,77,37,28,68,45,39,88,19,37,9,70,24,16,13,38,60,99,65,86,98,15,47,62,71,42,23,50,43,61,44,54,27,93,26,45,41,89,83,54,24,14,31,20,85,55,36,41,81,28,17,70,92,78,66,37,77,61,9,7,78,24,0,51,23,96,99,74,6,84,11,20,45,4,99,79,4,77,94,6,20,91,58,25,9,84,7,64,23,56,98,5,86,50,95,58,72,58,65,26,21,71,62,26,14,3,86,27,95,88,20,58,29,65,78,28,48,1,21,75,64,76,97,40,3,24,94,7,34,26,3,76,51,45,69,64,82,78,72,43,47,88,9,35,76,70,51,21,7,91,56,86,14,12,95,77,32,57,55,46,23,89,9,98,0,63,62,42,91,9,51,73,16,98,17,30,16,93,29,9,24,67,88,61,3,61,90,6,14,50,0,76,1,42,24,99,72,68,28,80,27,45,93,28,93,34,29,48,91,2,70,69,36,71,54,48,16,95,28,25,29,98,9,39,57,54,62,19,38,97,87,50,71,14,17,84,76,31,56,75,31,38,16,35,87,67,53,43,25,93,29,56,89,47,92,33,27
68,90,62,11,10,84,41,18,48,48,49,95,54,6,17,49,45,19,49,89,79,78,91,85,39,27,93,78,73,87,36,71,1,45,32,40,90,94,87,22,18,92,99,19,18,48,56,80,46,41,46,57,82,51,50,10,63,0,58,83,5,94,74,33,45,13,66,71,78,86,5,17,72,67,7,88,68,45,30,14,34,56,93,77,80,54,97,94,30,71,9,30,67,39,90,8,63,57,30,60,5,22,0,96,31,37,43,78,3,89,54,57,45,84,60,35,34,99,93,54,83,41,1,41,34,80,7,86,96,85,93,97,60,28,82,67,91,5,12,96,48,33,27,70,22,87,46,92,96,24,40,62,68,57,86,49,79,32,35,65,23,86,88,8,90,60,21,94,19,59,87,27,83,92,99,33,13,43,51,7,5,99,0,6,9,7,52,85,25,76,93,6,97,87,45,54,64,28,95,93,91,27,34,56,15,6,33,14,11,3,39,46,62,84,8,29,71,64,51,87,25,83,57,84,45,32,97,71,10,78,2,99,93,50,91,0,5,16,73,1,80,68,6,75,54,69,51,60,22,70,99,25,86,21,43,65,36,10,73,91,79,81,53,69,15,83,20,54,40,52,51,97,23,76,16,0,62,8,35,15,73,19,80,76,41,23,23,95,46,52,36,90,80,2,76,79,53,54,59,9,97,8,7,32,21,22,97,59,57,12,43,98,44,83,10,52,78,75,49,47,90,34,77,39,12,36,79,25,48,40,3,28,43,40,37,84,61,99,9,28,0,90,43,29,93,41,69,1,76,99,53,9,92,45,94,51,32,3,90,87,11,27,83,12,71,31,82,85,68,53,13,57,43,45,19,16,53,53,6,75,40,11,87,57,82,52,42,11,19,88,49,0,64,82,29,65,96,57,32,89,78,75,31,61,29,73,35,22,99,55,63,93,97,50,84,87,65,31,81,32,46,1,80,22,32,14,4,59,91,94,28,35,98,29,56,91,23,34,75,28,77,32,21,16,32,20,54,14,20,6,35,5,72,52,55,91,85,77,0,70,20,75,59,46,76,28,13,40,16,17,67,2,7,43,89,4,20,53,63,7,65,46,24,21,54,73,94,68,63,38,77,77,70,95,27,35,38,63,52,96
89,1,24,64,54,92,9,21,94,10,89,54,60,94,72,71,64,59,69,68,50,42,95,98,86,78,54,2,77,34,31,59,13,98,8,90,54,32,91,67,46,78,62,31,6,43,31,20,37,70,33,61,0,43,78,15,3,45,42,31,68,54,37,24,85,13,28,71,82,90,74,45,55,5,88,98,11,60,89,4,66,90,52,29,12,44,14,17,14,39,9,25,84,14,53,28,24,77,45,56,91,70,97,97,25,71,97,2,22,57,62,91,62,0,11,49,24,54,96,63,70,4,22,10,48,50,65,76,7,87,65,46,36,61,34,65,86,81,96,80,96,62,35,20,34,75,43,81,13,99,74,83,44,77,28,96,50,74,56,10,34,97,82,58,50,53,20,62,23,35,72,85,28,8,58,37,41,51,30,37,98,46,69,39,0,21,29,80,58,15,74,38,64,25,98,67,41,93,91,4,15,27,35,54,23,46,13,52,40,61,2,17,39,75,70,32,61,96,36,14,78,40,3,78,46,50,39,0,52,62,51,78,60,83,4,86,24,32,46,14,75,64,6,40,70,11,91,2,40,22,13,65,59,66,55,12,51,45,40,68,39,26,0,5,50,86,51,92,84,39,71,11,45,80,70,79,65,89,86,21,72,48,4,27,55,52,42,62,44,13,88,36,63,24,38,78,66,49,96,39,26,14,34,62,42,25,37,26,4,25,2,32,18,53,37,6,62,34,76,50,45,50,85,92,92,12,29,59,48,14,39,44,52,85,45,97,84,44,69,93,44,76,54,85,29,6,56,35,84,64,69,4,65,13,82,40,1,55,74,80,59,84,33,51,99,57,15,6,76,8,9,80,12,12,24,26,14,9,18,94,63,67,62,54,72,57,79,71,75,92,99,75,19,20,8,16,49,13,51,90,49,86,45,70,82,84,23,44,4,88,29,86,18,18,97,66,59,26,24,99,1,48,1,82,74,84,81,18,26,81,31,49,25,37,85,69,27,17,31,95,56,35,82,1,7,97,15,10,78,32,17,86,80,53,77,11,22,95,17,91,54,65,58,22,80,85,85,35,33,49,24,38,18,33,14,13,95,37,57,24,32,12,71,17,16,85,85,36,91,1,94,85,71,86,8,15,19,14,50,77
60,63,14,35,93,94,79,51,89,73,25,85,22,97,80,32,20,32,51,73,98,79,9,41,88,71,49,74,66,5,66,62,40,20,73,20,10,26,83,31,34,93,93,72,67,47,89,18,44,28,33,40,14,0,7,15,87,61,21,44,40,97,70,40,43,27,45,26,52,30,8,21,85,26,64,99,48,19,26,89,50,83,57,24,4,64,47,18,92,6,93,77,14,94,47,13,20,32,34,93,32,36,92,40,71,79,37,20,33,92,68,7,71,57,42,12,24,64,4,16,37,73,31,93,87,25,95,7,57,99,49,29,13,39,81,98,27,4,18,20,17,15,5,89,50,80,80,1,85,91,4,59,91,67,4,48,80,17,32,63,83,1,92,13,56,20,13,89,94,66,70,95,16,90,11,71,33,34,22,51,56,93,22,52,69,10,45,33,40,54,56,12,65,89,32,59,73,65,31,58,24,40,93,69,40,19,76,45,44,42,90,98,64,50,78,51,24,97,52,13,36,85,49,5,47,27,42,49,3,81,3,41,40,78,19,74,86,33,6,50,12,73,67,41,26,3,44,0,19,72,23,20,32,21,5,9,47,24,20,8,43,5,5,57,38,80,44,45,45,53,20,51,9,73,73,22,18,51,8,62,52,88,20,58,75,98,38,81,87,63,68,24,12,4,33,48,60,55,32,51,94,98,22,65,78,37,56,15,3,59,6,55,99,80,41,63,9,17,75,30,99,44,84,24,87,70,99,4,15,58,43,0,40,48,31,25,3,98,33,33,69,50,22,81,45,88,76,78,67,37,92,17,56,8,34,5,35,27,95,6,26,54,37,36,9,12,81,54,14,38,50,23,33,44,92,29,46,68,23,48,5,46,49,93,37,42,49,36,17,56,29,54,51,21,11,39,21,24,55,95,72,84,88,71,63,89,32,75,97,21,5,21,3,96,18,56,96,78,25,51,13,36,26,0,90,81,51,24,18,51,53,7,56,40,60,31,86,26,7,82,71,91,14,17,99,32,91,32,58,92,22,90,62,8,92,15,88,2,18,45,65,82,88,39,8,55,8,29,55,58,63,32,47,0,6,88,56,93,40,59,25,41,36,63,96,70,48,60,25,94,69,24,20,7,58,27,20,56,45,23
46,17,65,59,10,50,37,25,92,80,85,98,73,56,59,81,68,20,35,12,56,15,22,54,99,41,8,91,85,47,80,14,21,32,26,88,20,52,63,90,84,56,67,64,86,82,83,95,58,14,3,36,14,33,35,62,6,92,34,39,43,81,20,65,43,22,4,23,12,98,36,45,63,45,0,59,82,74,0,22,33,38,90,51,66,26,27,50,68,1,45,62,33,17,72,50,22,35,13,95,90,89,44,59,89,67,21,69,64,0,66,86,86,38,79,28,61,52,81,84,73,99,67,77,40,63,10,75,31,52,44,50,39,4,3,67,12,67,83,0,98,4,37,42,69,57,69,90,14,83,19,37,30,14,9,17,91,68,5,81,65,44,37,90,15,36,66,43,65,56,48,13,33,11,34,88,85,32,46,82,54,61,88,49,75,3,96,67,15,31,61,84,9,43,15,36,45,87,15,97,51,34,34,87,52,56,43,86,2,58,73,68,45,16,72,0,99,49,99,2,87,56,46,32,6,46,20,28,34,39,32,75,52,70,35,57,47,51,17,73,41,95,98,32,62,15,51,2,83,64,73,13,84,95,32,44,93,75,39,26,93,52,95,91,80,86,69,6,56,89,41,85,82,0,49,78,86,75,73,6,66,57,24,79,30,49,51,10,57,85,76,9,39,92,22,33,36,73,27,75,81,5,66,62,28,51,70,61,72,54,50,1,13,95,3,1,84,57,3,20,83,17,51,46,0,13,55,55,80,44,89,25,74,11,71,16,4,95,25,58,17,58,94,43,43,6,14,31,15,72,20,39,75,17,64,90,39,7,40,83,27,13,47,29,88,36,10,26,97,1,54,33,88,3,49,92,1,51,73,73,30,92,34,31,64,84,35,11,65,44,52,79,50,83,77,58,86,15,26,9,80,39,17,34,98,48,24,12,91,80,48,86,82,27,73,95,3,50,29,69,89,42,35,41,80,55,35,94,74,64,67,85,21,68,23,97,62,33,93,34,36,12,87,16,58,65,70,73,35,8,60,78,36,96,28,70,38,56,97,43,25,75,76,10,7,44,58,45,73,42,66,64,53,16,54,25,59,5,15,71,65,9,61,36,65,11,41,69,36,10,51,63,93,21,99,44,86,20,95,20
31,36,81,72,49,2,97,34,21,23,38,66,48,6,45,28,13,38,45,48,41,69,1,63,2,85,47,82,63,39,59,84,75,22,76,35,57,65,12,79,55,7,97,74,69,69,38,27,23,5,44,17,81,78,35,10,20,60,92,89,66,77,48,50,50,84,57,64,28,65,43,83,49,25,50,42,68,8,90,22,12,88,43,89,42,12,22,86,49,53,79,70,78,3,52,21,11,19,26,9,79,59,51,60,97,90,88,28,8,54,55,60,72,4,76,48,93,39,12,29,8,80,10,26,12,12,70,19,87,34,85,56,9,30,10,36,96,90,34,18,45,68,47,71,66,84,80,14,37,56,74,97,47,37,94,68,0,96,17,50,78,49,36,58,47,86,82,64,93,91,42,41,56,5,89,73,67,69,55,10,59,90,25,63,30,97,67,7,65,76,31,76,63,60,46,7,77,36,37,80,66,75,67,61,13,49,21,4,22,77,34,30,42,25,27,94,59,47,34,58,55,31,55,42,54,76,79,31,6,47,33,8,3,65,61,74,8,13,31,53,52,42,15,68,20,78,30,5,7,47,29,38,75,73,89,19,12,52,35,62,67,79,76,87,37,30,44,19,23,36,59,63,48,72,64,25,21,24,29,31,97,74,22,67,57,70,77,58,1,17,10,31,83,93,52,18,71,17,32,34,69,18,93,0,15,53,75,37,30,35,36,29,14,79,11,5,84,23,83,66,92,50,0,79,99,36,32,14,83,18,9,61,76,91,33,46,61,51,78,7,91,76,10,76,93,94,98,43,69,91,15,69,30,3,65,78,87,24,0,76,90,1,23,45,32,80,67,70,33,77,0,13,99,74,65,97,4,60,46,79,11,31,1,81,2,76,70,4,42,98,92,63,19,83,90,2,19,68,27,28,55,20,68,33,47,85,92,43,59,32,86,79,71,57,17,66,69,14,69,5,80,60,56,14,35,55,55,15,6,4,29,32,61,11,8,80,14,25,63,16,15,42,48,48,29,16,52,46,99,72,91,96,46,9,92,24,13,89,32,42,88,30,41,74,84,62,11,6,73,7,70,70,96,98,27,90,92,13,80,24,99,82,25,98,40,70,48,42,67,34,31,5,82,16,76,5,7,30,33,67
84,70,85,47,37,57,51,16,56,82,22,27,17,93,93,67,49,29,88,36,17,17,62,65,99,62,96,26,80,82,98,18,66,15,29,40,15,50,44,4,43,54,51,32,10,92,21,27,58,69,56,26,92,42,35,54,37,58,83,25,63,30,94,88,95,72,40,64,9,90,34,4,98,49,85,39,10,47,91,42,70,34,49,20,32,94,24,72,20,94,27,46,57,98,73,42,40,31,35,53,12,64,77,33,56,24,62,32,53,39,61,44,14,29,9,45,8,68,71,54,61,54,42,81,2,55,55,77,25,12,19,61,20,40,98,15,42,22,64,14,81,91,14,0,10,85,29,82,41,36,15,9,32,12,51,45,81,80,61,32,29,62,38,62,4,30,51,74,75,19,93,47,85,39,1,15,1,98,18,64,22,15,59,13,96,10,97,7,82,97,5,46,93,89,30,81,40,59,57,37,93,19,64,37,19,64,8,33,55,57,66,76,48,4,9,14,38,47,70,20,3,79,36,62,45,61,5,33,18,26,5,38,96,19,9,17,51,57,14,62,98,13,79,93,26,39,68,92,1,52,9,57,78,37,7,61,40,46,97,17,27,47,77,75,5,78,76,3,90,22,3,85,75,78,80,42,69,76,4,67,54,48,70,45,19,99,60,23,54,69,16,84,70,11,95,21,0,85,25,66,16,7,19,52,29,25,4,66,65,44,17,62,52,87,21,67,79,34,13,68,56,86,28,43,52,21,73,15,16,87,36,64,84,73,78,17,54,57,41,34,73,86,75,70,12,81,18,86,81,25,8,20,38,75,8,51,56,57,29,3,82,28,37,3,23,23,56,37,6,2,90,62,30,19,11,51,6,39,93,23,26,32,91,34,15,18,16,53,4,48,78,63,81,80,36,16,36,74,66,72,62,52,3,90,11,10,19,5,65,64,66,18,54,60,37,7,28,50,28,48,24,61,31,13,22,44,93,51,68,52,46,86,58,28,80,9,65,35,32,31,6,85,70,95,44,92,58,71,72,76,68,23,53,12,38,39,37,47,80,43,67,31,9,78,17,77,37,33,83,46,46,71,44,61,51,69,53,24,25,94,4,19,44,13,3,94,42,29,49,46,58,50,28,27,28,17,59,40,38,24
30,44,54,63,44,80,42,38,8,93,80,80,67,71,76,11,57,13,55,45,70,23,93,78,80,34,41,11,90,56,63,67,42,40,50,20,33,22,24,52,78,17,30,68,66,84,36,61,8,84,85,81,42,60,79,24,98,26,54,0,39,89,8,34,34,54,60,22,60,32,55,52,7,26,12,72,25,3,81,95,55,68,8,71,54,97,14,36,94,23,73,32,97,31,86,48,22,55,43,85,33,81,85,94,78,28,28,70,95,3,41,28,3,39,32,49,97,0,20,82,90,19,32,87,74,7,55,55,36,18,54,64,15,33,36,57,83,6,83,47,17,52,5,65,0,80,97,20,76,3,63,81,80,88,2,84,42,32,24,49,73,3,51,48,94,84,86,7,19,24,45,23,22,15,74,31,1,51,76,59,26,62,61,11,0,17,82,12,26,82,22,15,12,74,89,66,16,23,94,26,26,90,46,85,99,15,94,68,66,29,71,12,5,63,81,98,91,3,74,95,10,98,51,89,98,80,88,43,82,2,32,51,83,25,55,30,95,8,99,4,65,97,55,93,61,88,3,55,5,21,77,61,37,47,37,95,22,44,99,50,55,63,55,42,11,92,2,19,79,7,3,25,7,51,29,87,32,80,91,50,97,91,87,73,72,25,19,8,14,35,12,54,17,80,37,7,70,67,53,18,47,55,68,65,43,0,27,46,79,44,57,2,99,46,36,69,2,89,48,25,10,32,75,94,8,56,97,9,95,71,2,95,14,56,41,82,62,63,51,30,24,43,65,53,85,92,20,83,44,22,30,95,56,95,70,47,61,20,39,34,62,35,79,24,57,11,14,50,99,36,0,31,43,5,23,61,64,87,99,88,65,40,16,19,1,60,14,89,32,30,48,48,52,71,79,12,75,78,99,97,56,64,37,80,72,18,91,7,91,63,70,64,62,15,74,88,8,8,55,4,68,5,22,44,57,0,61,38,25,16,20,73,45,66,28,42,33,67,45,55,92,31,55,54,87,20,20,41,6,98,5,44,37,58,14,94,40,21,51,51,86,38,85,13,23,6,36,89,45,95,77,93,35,11,15,12,15,82,54,41,38,3,13,60,69,99,88,97,6,46,40,67,31,58,18,4,14,97,21,93
